	smoker	hbver	erytrocyty	alt	leukocyty	etytr	hemoglobin	ssn	name	trombocyty	alp	relationship	indicator	er-cv	weight	ast	hematokrit
2400	no	6.85257	8.70747	2.20437	5.92841	3.56163	6.68425	287-87-8298	Christopher Campbell	6.47310	85.01393	single	1.00000	50.71315	55.90361	56.52539	7.47492
2401	yes	6.12328	9.01928	2.78124	7.46170	3.53732	6.25428	757-29-1299	Daniel Flores	5.27117	88.64819	single	1.00000	51.72736	142.44289	47.57998	7.16777
2402	Y	7.82197	5.77664	0.48798	7.94340	5.96993	7.56200	163-02-8480	Sally Lee	5.43540	55.91269	divoced	1.00000	55.89043	87.09696	40.88964	8.15006
2403	no	5.18689	7.82702	1.20806	4.65726	6.20605	7.37215	895-28-9511	Ryan Lee	4.81530	65.06994	separated	0.00000	62.17466	36.35762	20.82796	4.80219
2404	no	5.53850	6.82258	0.36245	5.66055	5.38316	7.01774	156-81-7307	Allison Mcdowell	7.22837	79.01471	divoced	1.00000	67.94512	72.19446	52.53466	7.11438
2405	yes	5.89081	8.16007	1.49925	6.30465	4.68759	4.74039	068-34-9481	Natasha Hart	6.58557	49.34344	single	1.00000	46.91208	107.55847	62.90062	7.76630
2406	no	8.13038	5.60485	0.25930	6.26028	6.38988	8.62620	240-35-3070	Gabriel Kelly	6.78269	16.62190	separated	1.00000	42.33257	63.61510	52.98073	6.78081
2407	yes	8.03274	7.81934	1.19346	6.55001	4.65725	9.24048	729-89-0865	Stephanie Hall	8.01476	9.00154	divoced	1.00000	65.42855	56.35501	41.99699	7.12786
2408	Y	5.98872	7.50049	0.90275	6.41788	4.56025	8.58254	061-36-2488	Jackie Mckinney	6.96807	19.15121	married	1.00000	59.06710	40.17873	41.36224	7.83520
2409	Y	5.58169	9.29609	3.43683	5.84637	3.24628	6.31774	196-92-0807	Leslie Kemp	5.79155	100.00000	married	1.00000	48.32763	159.30511	51.93562	7.67596
2410	no	5.83250	7.76905	1.17528	6.65396	4.36575	5.45387	136-58-8185	Mrs. Cynthia Gonzales MD	6.70146	83.04589	married	1.00000	74.34276	68.39143	40.72813	7.00505
2411	no	5.93174	5.97575	0.43370	5.63566	5.91064	7.59445	542-72-2849	Jordan Hamilton	3.93607	62.46759	single	1.00000	40.58949	73.00006	54.25645	6.24903
2412	Y	5.72387	6.55039	0.67249	6.27232	5.57981	7.86052	153-46-0894	Vicki Pace	5.87676	50.30016	married	1.00000	48.48510	81.38846	39.45434	7.14886
2413	no	7.73774	5.99418	0.60641	6.22489	5.79823	8.79694	135-44-4698	Michael Allen	6.20271	21.82639	widowed	1.00000	45.15254	29.91247	68.67580	8.00872
2414	Y	6.77597	8.44407	1.48888	5.70777	5.15662	7.07627	115-93-1785	Mark Foster	8.37543	70.55493	separated	1.00000	42.52765	78.53796	45.08978	6.27136
2415	no	6.42018	8.78228	2.23701	5.83906	3.51592	6.09254	416-78-5120	Joshua Arnold	6.70540	87.42801	single	1.00000	50.76777	58.40900	63.74135	6.70999
2416	no	5.72313	2.12363	0.28776	6.22061	5.87463	3.97381	664-69-1009	Andrew Armstrong	3.34445	22.79485	divoced	0.00000	42.39657	56.39397	44.34598	7.61382
2417	no	5.97941	6.95901	0.62299	4.48341	7.59684	7.77948	064-37-1132	Misty Hoover	5.50957	50.14189	married	0.00000	29.72224	68.66013	57.78432	5.66695
2418	Y	4.55138	6.70526	0.67632	5.34110	5.13006	4.99574	319-55-7077	Matthew Daniels	5.95181	58.01335	divoced	1.00000	37.80654	68.63250	32.31049	7.01237
2419	no	5.96652	8.43264	1.53763	6.07696	6.81222	5.65503	538-17-7477	Ashlee Johnson	5.37904	82.75118	separated	0.00000	67.83710	6.65293	50.06826	4.05911
2420	Y	3.96556	6.30590	0.80820	6.69895	4.11277	4.47167	075-95-7613	Christopher Morales	5.06131	45.53353	divoced	1.00000	60.92951	24.06498	59.82566	6.22919
2421	Y	6.19411	7.32179	0.90397	5.87467	4.58143	5.96132	016-26-6953	Douglas Wright	6.50599	84.82108	married	1.00000	41.72519	71.95065	48.88891	6.97025
2422	yes	8.09553	5.47601	0.27143	3.81482	5.47335	3.16996	274-84-0319	Benjamin Shelton	5.27806	7.63631	single	0.00000	63.19350	22.48537	70.25571	5.14972
2423	no	4.94342	3.89349	0.51646	6.83789	4.95761	3.80686	333-05-5158	Jonathan Morales	6.00674	18.62060	single	0.00000	47.93118	94.44091	57.71018	5.29095
2424	no	4.10398	4.08312	0.53547	5.86556	7.58737	9.96510	582-29-6225	Samantha Cowan	5.62004	18.40078	married	1.00000	66.90783	101.03303	36.45449	7.09770
2425	yes	6.28212	8.96005	2.73185	6.25936	5.49661	5.23591	378-32-4038	John Browning	4.93153	68.04280	married	1.00000	48.53833	22.05019	63.35478	5.65948
2426	no	6.66840	3.37694	0.71199	5.42998	7.69746	4.86463	052-34-3868	Jason White	5.21833	54.49743	nop	0.00000	51.00866	90.12488	52.59072	5.74790
2427	no	7.98467	6.77017	0.77969	5.88863	5.15828	6.79559	434-50-4025	Mrs. Jennifer Howe	5.99586	79.43611	divoced	1.00000	49.40588	47.09447	53.10134	7.11594
2428	no	6.93874	5.73862	0.42045	5.30185	4.02813	4.83789	857-13-4725	Samantha Allison	7.59460	48.54741	married	0.00000	47.52452	53.44401	47.04377	4.33397
2429	N	6.59193	5.60131	0.34074	6.01765	5.97690	6.50942	417-74-5508	Peter Thompson	6.62582	89.75462	married	1.00000	57.54818	82.66207	71.06004	7.15898
2430	yes	5.42749	7.41063	0.68223	5.98311	5.09677	3.60212	798-37-0171	Joseph Barton	6.14101	18.66214	married	1.00000	31.25712	3.27227	25.18116	8.22388
2431	no	6.47253	6.67248	0.66204	6.33985	7.13234	8.70314	317-84-5171	Carrie Martin	6.89318	26.81389	single	0.00000	32.55672	42.56467	25.78544	5.88715
2432	Y	6.34176	5.76909	0.45169	5.07154	6.28174	9.03412	359-82-7660	Eric Buckley	4.70486	9.92507	married	1.00000	47.52346	83.37792	43.32175	7.55405
2433	no	4.98653	7.38158	0.78606	5.37117	4.81586	9.50136	462-57-6701	Luke Hall	4.31993	10.17230	divoced	1.00000	43.12555	41.46669	45.42912	7.71767
2434	Y	6.81427	6.24557	0.58459	4.72967	3.79960	4.75009	785-77-9996	Connor Dennis	5.11678	45.12738	single	1.00000	47.35926	67.74530	45.62857	5.78722
2435	Y	4.62281	5.47784	0.57249	7.75360	6.47220	7.62294	436-17-5681	Jonathon Johnson	6.17556	52.84786	single	1.00000	60.03988	87.33127	45.49458	7.25702
2436	no	5.92792	8.45209	1.83041	5.59404	4.03899	6.98175	479-38-8711	Eric Bennett	6.17801	67.30796	widowed	1.00000	53.54882	89.22772	60.50747	6.67156
2437	no	6.11453	9.04971	2.70407	7.02673	5.36331	5.86732	530-64-6332	Gabriel Bishop	5.47873	83.29661	divoced	0.00000	61.18647	64.36390	53.14044	3.65642
2438	yes	5.50750	6.55071	0.70552	7.07248	3.99750	5.76191	522-68-5665	Amy Caldwell	4.92033	81.40709	nop	1.00000	69.50138	65.82426	71.15080	3.54719
2439	no	5.59356	6.93151	0.63657	6.12498	6.33422	9.17501	706-26-8899	Daniel Martin	7.29000	11.58979	nop	0.00000	35.90161	83.03301	61.98678	6.15192
2440	no	6.13932	3.19204	0.51626	4.90518	4.98719	4.73387	217-98-0825	Jacob Zhang	3.93314	44.79961	single	0.00000	76.55913	37.04303	61.65601	6.14570
2441	no	6.21228	7.00994	0.83932	6.22070	4.91347	6.15477	733-99-5810	Joshua Gonzales	6.41601	85.87101	single	1.00000	55.51934	59.86476	52.84211	7.75372
2442	Y	6.07883	5.74592	0.35850	5.04282	2.72572	7.15025	129-42-4969	Donald Jackson	5.53750	75.93185	married	0.00000	51.60661	93.84364	71.89085	4.41081
2443	no	6.23136	7.26661	0.91986	7.16691	4.97372	2.66067	842-98-5383	Michael Swanson	6.07596	14.52327	single	1.00000	70.60433	46.45753	69.71439	5.81402
2444	Y	4.99731	6.27363	0.47959	6.37424	5.51967	4.28564	044-92-3461	Craig Flowers	4.81032	33.74997	divoced	0.00000	23.72315	9.04191	30.37662	3.58849
2445	no	7.10253	7.26066	0.87576	5.71683	4.87238	5.24081	139-92-7207	David Long	4.19863	66.92379	single	1.00000	67.28133	125.90612	38.90573	8.41893
2446	no	6.62748	5.93219	0.49892	7.60784	1.76478	5.53439	828-98-8069	Michael Cardenas	6.83392	79.91869	married	0.00000	44.35819	52.70257	39.39017	4.28730
2447	no	6.73811	8.37468	1.85076	6.74678	3.94803	6.35334	462-57-6701	Luke Hall	4.60536	88.67126	divoced	0.00000	74.39562	73.22598	50.15940	6.64078
2448	no	6.13098	6.29378	0.34318	6.51358	5.65997	5.46588	611-68-8334	Lisa Parrish	6.17452	76.47839	single	1.00000	42.10707	45.57599	59.76945	11.18596
2449	yes	6.64673	4.54138	0.49180	4.78090	6.99938	7.64609	265-70-4163	Virginia Coleman	6.21179	53.53961	single	1.00000	42.75272	24.34988	67.52210	7.47589
2450	no	4.97383	7.89025	1.23640	8.30957	4.97899	8.71431	055-28-1505	Sharon Hall	7.17063	24.03043	married	0.00000	46.82991	78.04774	54.03374	5.62359
2451	no	7.12528	8.23035	1.46522	7.65211	4.24458	8.06890	036-74-5119	David Vega	7.07717	35.40015	widowed	1.00000	67.38738	29.86650	48.15212	7.15215
2452	yes	5.46467	6.52151	0.73476	6.10179	5.63869	7.39621	679-75-9370	Sherri Salazar	5.18405	62.64122	single	1.00000	40.73694	27.30968	65.74381	7.06814
2453	no	6.79288	5.07657	0.62296	6.32748	5.27941	4.69811	150-02-5649	Veronica White	6.32670	48.08352	separated	1.00000	62.49216	68.25611	38.59100	4.79744
2454	yes	5.56131	4.92414	0.51619	6.19969	6.85609	8.32803	695-45-2241	Amy Bell	4.71243	35.58869	divoced	1.00000	64.30181	26.52722	48.50674	6.51127
2455	no	4.99453	4.32391	0.37478	5.15083	6.35249	3.27414	646-56-7272	Heather Briggs	6.05529	14.87683	single	0.00000	55.70880	95.40577	61.04737	5.25827
2456	no	6.09759	9.70296	5.16336	5.15111	2.66198	5.89871	088-09-8829	Katherine Green	4.75430	90.80565	nop	1.00000	90.55332	137.13132	58.88529	7.82234
2457	no	4.93366	6.06601	0.55322	6.87209	5.93424	7.19042	175-04-0369	Catherine Ward	5.42480	73.97036	nop	1.00000	44.90568	38.35430	39.38181	6.37008
2458	yes	7.81705	7.04932	0.82515	7.03536	5.66627	5.01993	726-43-5133	Tracy Brown	6.35551	60.06173	nop	1.00000	27.90728	140.54710	38.75039	9.69787
2459	yes	6.41779	7.94707	1.39002	6.63142	4.61088	8.06317	455-25-1465	Trevor Lopez	5.86555	39.50763	divoced	1.00000	57.42574	20.04873	46.40395	7.05902
2460	yes	4.79880	5.14319	0.53437	6.51532	4.80294	3.69574	322-58-7914	Ms. Ellen Brown	6.27752	14.26139	widowed	0.00000	45.49898	78.36325	55.92070	4.31708
2461	N	4.66110	3.85733	0.46120	5.22452	7.54842		020-24-2470	Ryan Stanley	6.20880	28.60497	widowed	1.00000	57.87029	46.36674	49.42065	7.24114
2462	Y	5.45988	6.47660	0.36296	6.68495	5.12039	3.36552	818-26-6975	Danielle Cain	4.94663	9.59932	divoced	1.00000	56.75773	76.56842	77.39912	5.80201
2463	yes	5.89155	6.56830	0.56246	5.59605	5.21991	6.17185	822-41-0003	Thomas Young	4.62671	90.45056	single	1.00000	26.04029	57.01445	39.39643	7.08498
2464	no	5.56088	7.22853	0.72372	6.83315	4.16309	5.74810	684-44-2366	Aaron Peters	5.00938	75.51718	married	1.00000	35.84172	26.58626	46.83718	6.31615
2465	yes	5.72876	8.11942	1.21489	5.46766	5.94474	2.80223	659-40-6423	Michael Aguilar	5.18058	15.51793	single	1.00000	61.38462	66.91012	62.48726	6.82311
2466	no	5.69289	7.27679	0.75145	5.89763	4.67768	5.07201	137-92-7038	Craig Long	5.50428	59.40959	widowed	1.00000	54.30336	67.92132	66.76607	6.06007
2467	no	5.20637	6.34023	0.49147	6.81153	5.00229	4.55055	045-14-2965	Elizabeth Garcia	5.26220	36.37003	married	1.00000	57.86487	31.45594	46.90913	5.34666
2468	Y	5.75562	3.80783	0.50106	5.26808	6.24294	4.45540	671-03-8772	Kevin Stone	5.97728	39.70057	divoced	0.00000	67.58383	21.98311	36.85494	5.41152
2469	no	6.50051	4.81991	0.57308	4.76324	5.45314	5.46250	534-72-9520	Joe Davis	5.50969	76.31442	single	0.00000	33.30291	41.52761	43.91373	4.20779
2470	no	6.70315	6.42224	0.79914	5.63987	4.45199	4.76819	432-18-7614	Kelsey Rivers	6.66783	48.15339	married	1.00000	60.74631	57.90679	48.74390	5.32671
2471	no	4.83312	7.81162	1.12497	7.19183	3.97502	5.57135	697-15-7652	Nathan Price	8.01440	79.33532	separated	1.00000	73.44519	22.87638	50.26978	5.70708
2472	Y	6.67703	5.69975	0.63295	7.66922	6.15929	8.55461	787-11-2496	Sara Gonzalez	8.55198	25.19812	single	1.00000	56.58644	57.91997	68.71531	7.17302
2473	no	5.88140	7.17150	0.90919	6.53366	4.39637	5.08996	375-05-9113	Jesus Costa	5.19653	65.53539	separated	1.00000	55.73338	99.97662	67.57821	6.28834
2474	no	5.59085	9.03761	2.97838	6.76316	3.47339	6.34496	803-04-4316	Thomas Cook	5.84004	82.72783	married	0.00000	47.66031	69.00881	44.20840	7.00796
2475	Y	6.91398	6.90300	0.78437	6.80922	5.32777	8.18133	485-63-0859	Matthew Byrd	6.19865	41.28141	married	1.00000	28.16278	22.81235	56.24731	7.32434
2476	Y	7.53112	7.77632	0.96494	6.06262	4.55102	5.18313	329-99-3085	Crystal Mitchell	5.91361	65.40207	married	1.00000	34.85261	18.10577	41.21949	7.70687
2477	no	5.93720	7.74836	0.92458	6.28971	7.13744	6.31408	277-04-3382	Kevin Coleman	5.85784	89.23660	divoced	0.00000	36.31781	102.40426	59.32036	3.92825
2478	yes	6.34915	4.63775	0.44041	6.83802	6.98787	7.55044	323-88-1510	Shannon Roman	6.80211	61.69312	married	1.00000	48.74412	76.30528	57.64147	6.68725
2479	no	6.25817	7.37195	0.85342	6.74399	6.48076	7.88865	718-89-5624	Robin Flores	7.41775	48.96639	divoced	0.00000	24.80221	18.09367	61.99687	5.03338
2480	Y	5.23303	7.02682	0.56367	5.28090	5.46129	5.71290	570-44-3618	Antonio Wagner	4.84401	79.62773	nop	1.00000	61.52405	71.91221	44.59746	7.10040
2481	Y	5.96275	9.22156	3.15109	5.60316	5.94682	5.27549	397-15-9008	Paul Campbell	5.00150	66.89147	divoced	0.00000	62.57638	66.05968	54.34066	4.05848
2482	yes	4.07601	5.54589	0.65493	7.54956	6.13951	8.36137	854-53-2040	Eric Tate	4.88530	29.06399	divoced	1.00000	53.88013	87.31216	59.77561	7.86648
2483	yes	5.99686	6.09051	0.76020	6.02491	5.10143	3.16874	488-27-0893	Jorge Johnson	8.10402	8.78876	widowed	1.00000	57.10859	54.53517	82.21191	7.45673
2484	yes	6.48368	3.28677	0.57290	6.29351	4.61655	6.87530	758-08-7185	Amanda Schmidt	7.74300	80.89386	divoced	0.00000		93.64173	58.11684	5.46726
2485	yes	6.37740	10.57036	11.48953	6.74705	2.51072	7.27126	493-58-4825	Michael Davis	6.03771	72.24244	widowed	1.00000	46.12353	30.11274	41.24168	6.93195
2486	N	5.93459	7.91880	1.37720	5.15242	5.83554	4.14269	690-10-3359	James Ramirez	5.43626	27.48431	single	1.00000	39.26175	51.02752	42.68458	9.48931
2487	no	7.34276	8.24566	1.52300	5.56441	4.13219	5.53716	728-25-2357	William Ross	7.10845	71.52879	separated	1.00000	49.10631	96.86774	53.81735	6.82571
2488	no	5.94206	5.63500	0.70528	6.35462	5.96561	5.47343	202-32-1315	Robert Davis	3.71054	75.14198	divoced	1.00000	27.35960	102.25925	57.65911	7.30855
2489	no	5.98344	6.07445	0.46497	6.14430	5.74046	7.58716	309-65-2838	Jessica Wong	5.79843	54.37069	nop	1.00000	47.01884	63.87460	47.90759	7.77788
2490	no	6.88554	5.48043	0.51249	5.31131	6.32641	8.43190	575-86-2471	Carl Long	5.92142	33.42076	divoced	1.00000	64.99735	48.27385	43.22023	7.50366
2491	yes	6.86136	7.40885	1.01147	6.44741	8.30525	5.83516	586-80-4316	Terry Bauer	7.67636	80.92974	divoced	0.00000	38.85819	109.60487	60.67254	4.07310
2492	yes	5.01259	7.49109	0.96308	4.41786	5.49349	3.41422	132-42-0733	John King	6.72577	16.24862	married	1.00000	33.24864	83.18175	75.18405	8.29458
2493	Y	7.06341	7.74440	1.30196	6.64986	4.36014	7.11200	889-15-2002	Michael Fowler	5.70971	70.87143	married	1.00000	45.34094	57.67978	63.10628	7.40245
2494	no	6.58795	6.21530	0.65956	7.02592	5.66738	8.46285	671-98-5687	Robert Johnson	6.48174	31.26165	divoced	1.00000	25.45541	26.24776	85.57244	7.43859
2495	no	4.95885	7.82500	1.15177	5.44766	7.86851	5.63425	314-87-5892	Robert Briggs	4.47191	80.86637	widowed	0.00000	41.10394	68.03724	27.52293	4.24693
2496	no	6.83267	8.31006	1.41207	7.48370	3.75651	5.03031	804-57-1182	Kayla Rodriguez	5.40749	60.97139	married	1.00000	40.62915	57.69075	64.94767	7.29353
2497	yes	6.60326	7.26949	0.88071	6.17933	5.16357	4.47208	180-96-7546	Richard Preston	5.61757	40.81678	separated	1.00000	44.45245	128.16777	46.49570	6.84749
2498	N	7.45191	6.86434	0.93124	7.13436	6.59088	8.87952	096-21-0396	Breanna Hood	4.12198	13.76719	single	0.00000	44.39133	74.48139	47.83933	5.80680
2499	no	7.03571	7.13409	0.89000	6.04787	5.45483	2.97702	427-68-5100	Andrew Ray	4.44728	8.79800	married	1.00000	52.62120	105.36816	32.53680	7.95971
2500	no	5.12270	9.13608	3.05852	5.14015	3.30317	6.37851	533-02-9924	Shane Kennedy	6.68464	86.02344	single	1.00000	62.91975	57.02959	53.98769	7.09093
2501	yes	5.57789	7.61186	1.21140	5.46365	4.61186	7.75273	722-52-6986	Alicia Williams	6.61999	51.09468	divoced	1.00000	52.83120	112.17500	36.12211	7.33927
2502	Y	7.66410	8.66548	2.04025	6.61560	3.70158	7.41553	484-36-2384	Kimberly Henderson	7.54814	63.17132	nop	1.00000	26.68159	111.83428	55.37417	6.96031
2503	yes	7.20093	4.74953	0.51851	6.74155	6.86314	8.82971	540-60-6460	James Mack	7.66575	19.36345	married	1.00000	47.58491	86.79869	43.89861	7.26993
2504	yes	6.52740	6.62405	0.41617	4.56600	7.48224	8.21044	624-26-6439	Pamela Thompson	6.26053	31.14287	widowed	0.00000	19.45609	59.01842	41.38665	5.31216
2505	yes	4.88962	9.51866	4.25541	5.21327	3.03758	5.28196	833-04-9509	Cynthia Sutton	3.88052	76.58293	married	1.00000	56.32734	6.61589	55.12214	7.50444
2506	no	5.37816	4.80905	0.59212	5.37026	6.86451	7.81736	665-41-0794	Philip Benson	5.04056	48.59227	widowed	1.00000	41.82959	106.57069	47.40208	6.53512
2507	Y	5.99227	10.27828	8.62920	6.30646	2.44769	5.41461	106-02-3929	Matthew Chambers DVM	5.51295	71.85503	married	1.00000	67.58062	68.29543	54.44998	7.53711
2508	yes	5.78673	7.01890	0.68593	5.92288	6.59603	8.69970	760-23-9442	Joseph Mcknight	7.07382	21.04279	divoced	0.00000	49.90442	31.88319	52.46304	5.92138
2509	Y	6.27094	6.71214	0.62230	6.30639	5.10591	3.74632	156-29-9620	Christopher Myers	6.49947	18.64155	widowed	1.00000	45.98697	82.10827	52.38467	6.79673
2510	yes	6.26197	5.25548	0.46228	6.88167	6.55086	7.81194	452-86-8060	Harold Baldwin	5.74552	46.14782	divoced	1.00000	61.40537	7.62510	37.33616	7.16778
2511	no	6.79087	3.00450	0.61482	7.51987	6.72345	4.39678	511-41-1829	Amanda Martinez	4.99579	41.21699	separated	0.00000	53.06054	113.87220	67.89468	5.91460
2512	N	6.58300	8.01299	1.26548	8.80769	5.61374	4.03239	324-47-1449	Paula Thompson	6.12081	28.27152	married	1.00000	44.71966	90.75295	61.97240	9.38497
2513	yes	6.10643	6.00599	0.46099	7.70011	4.89071	4.33859	331-45-5652	Dominique Williams	6.59280	32.97323	separated	1.00000	50.15168	48.01351	44.23539	8.24276
2514	no	6.65498	7.79079	1.19042	6.83288	4.23303	4.08625	415-89-8610	Dr. Tiffany Morgan	6.35892	29.13522	married	1.00000	32.38724	44.47876	45.51868	4.76233
2515	no	4.97632	7.80540	1.00702	6.08406	5.75898	4.72360	593-44-9740	Jessica Branch	6.60585	53.70121	married	1.00000	39.15340	64.59207	43.56225	7.77635
2516	yes	5.64726	5.65623	0.67446	5.75397	4.16658	3.61971	269-47-6799	Scott Travis	4.93789	18.79643	single	0.00000	42.91890	19.69624	42.09716	4.68579
2517	no	6.22186	7.41569	0.90058	5.53568	4.74901	8.49207	159-58-8002	Linda Burton	6.47574	26.75379	married	1.00000	69.05235	47.72244	26.19115	7.61809
2518	Y	5.96344	4.56678	0.12424	5.62974	3.30056	5.10758	690-08-0714	Kimberly Vasquez	5.51793	67.39952	divoced	0.00000	53.89958	78.60543	72.28675	5.55125
2519	yes	5.86895	8.33464	1.77050	4.49758	5.56800	2.84956	205-04-6508	Bethany Ramirez	5.78197	15.25186	nop	1.00000	62.52725	33.41073	58.95177	7.49540
2520	Y	5.52120	8.30902	1.43671	6.19853	3.93373	4.95798	017-02-3573	Joe Middleton	6.03561	54.16129	single	1.00000	48.08049	71.59223	56.83322	6.95694
2521	Y	5.30347	2.49078	0.39914	6.20722	8.13139	2.47212	271-92-7890	Nicholas Brown	7.08499	24.15795	married	0.00000	66.01420	97.54254	49.12877	7.12859
2522	N	7.59577	5.51721	0.38030	4.27687	6.08325	5.95962	707-78-2845	Kathryn Jenkins	5.48861	90.45326	widowed	1.00000	54.19795	111.17585	46.79811	7.73544
2523	no	6.44012	3.80540	0.56803	6.97166	5.00068	4.05467	129-02-9525	Cassandra Bell	6.42772	25.78424	married	0.00000	45.45806	78.42757	61.17343	5.10317
2524	Y	4.46247	6.93957	1.04822	5.83371	4.79362	5.24307	174-25-7186	Sydney Watson	5.39243	68.96530	single	0.00000	54.37820	82.51674	45.06751	3.55795
2525	Y	7.14654	8.02769	1.18933	7.12055	5.58939	2.30398	534-95-4147	Valerie Roberts	6.63327	17.54820	married	1.00000	57.94139	38.20824	43.00613	8.44793
2526	Y	6.50957	4.01855	0.35388	5.63083	5.72719	5.96413	243-38-7029	Randall Cook	7.37405	84.47852	married	0.00000	54.64815	52.64494	51.08364	5.46406
2527	no	6.37747	7.33723	0.84940	6.02431	4.88199	4.85226	677-66-9949	Jessica Spencer	6.24948	57.65104	married	1.00000	72.17909	72.75866	51.35083	8.53094
2528	Y	5.14020	7.12674	0.87829	6.56635	7.24820	7.53266	167-46-3902	Shane Brown	6.99603	64.19250	married	0.00000	47.88531	143.43233	39.25739	4.95264
2529	no	6.01036	7.42830	0.87025	4.97290	4.66955	5.35420	568-22-5359	Tyler Rivera	7.19214	70.66169	nop	1.00000	82.46239	78.90998	56.56800	6.36963
2530	no	5.24252	8.88419	2.48641	8.83132	5.91361	5.74329	231-77-1203	Patricia Bartlett	5.40765	76.18356	separated	0.00000	47.60661	58.55561	65.06035	3.94164
2531	yes	4.66663	7.67022	0.92594	4.05091	4.50836	7.47869	459-31-9454	William Mitchell	7.26807	61.74627	single	1.00000	55.26516	81.57939	41.49538	7.42600
2532	no	6.54814	7.13137	0.94058	6.72983	3.73500	6.04466	676-95-5151	Jacob Weiss	6.34052	75.20091	widowed	1.00000	36.07165	106.12623	53.54381	4.31249
2533	no	5.83483	4.02328	0.46406	7.14529	4.63533	5.65264	746-99-0165	Christopher Hill	5.12388	87.17782	married	0.00000	49.75822	61.45087	65.85456	5.60554
2534	yes	5.34063	6.92185	0.62745	6.52609	7.19455	8.15567	141-52-3548	Molly Castro	6.19873	34.85018	divoced	0.00000	77.21539	70.94359	32.56015	5.62714
2535	no	8.13535	4.97097	0.26139	6.44729	6.62548	8.05516	114-57-8877	Jaime Cole	5.78145	38.92998	widowed	1.00000	43.28281	47.69404	53.61448	7.75024
2536	no	6.44316	4.03441	0.42470	7.52142	6.57444	2.65608	436-55-8222	Paige Rogers	7.18593	10.96356	single	0.00000	73.98802	52.74951	49.30993	6.20836
2537	N	7.08071	8.64770	2.19717	6.82876	5.01537	5.67992	049-38-3997	Brandy Carlson	5.84796	77.57743	single	1.00000	64.26102	121.81020	61.44384	7.23177
2538	no	6.01566	8.65972	2.05219	6.73892	5.14785	4.44782	377-50-8850	Michael Stein	5.99730	38.74413	married	1.00000	62.23377	81.33402	37.81739	6.98133
2539	no	7.20053	7.01979	0.65658	5.21888	4.95423	3.01916	302-31-6362	Michelle Jennings	3.95210	12.26480	married	1.00000	48.85621	58.88871	37.60170	6.66100
2540	no	7.09668	5.34266	0.42223	6.70950	5.39195	6.70426	147-41-6613	Cynthia Roberts	5.99155	86.19349	single	0.00000	54.22540	104.05972	44.96533	3.79506
2541	no	5.24679	5.58685	0.68581	5.60016	6.20403	8.05693	070-09-0737	Melissa Smith	4.36858	39.85056	nop	1.00000	44.28741	40.72464	67.64087	7.49649
2542	yes	6.40172	7.42806	0.82226	6.63050	4.89358	7.94750	519-68-4252	Scott Rowe	4.05646	51.26225	married	1.00000	50.45850	142.31417	37.71571	6.64317
2543	no	5.33594	4.26785	0.46374	6.36665	4.61536	3.44233	746-39-2584	Brittany Freeman	6.01079	12.19141	widowed	0.00000	28.27004	56.19203	39.14340	5.13182
