	birthdate	address	race	current_location	blood_group	ssn	name	sex	residence
540	2006-07-20	"8428 Turner Lodge
Samanthaberg, IL 44742"	Asian	(Decimal('-44.331039'), Decimal('-32.804570'))	O+	458-76-6420	Anne Nguyen	F	"404 Stark Pines
Mitchellburgh, IL 07757"
541	2018-11-01	"15741 Brandon Crest Suite 934
Robertsmouth, WV 93179"	White	(Decimal('38.8420615'), Decimal('72.018112'))	AB-	216-03-4676	Corey Patterson	M	"USNS Hall
FPO AE 87448"
542	01 Jul 1942	"324 Parker Garden Apt. 601
Chapmanchester, KS 54470"	Black	(Decimal('4.9685635'), Decimal('-141.655972'))	A+	504-58-8471	Sara Hudson	F	"PSC 6183, Box 8817
APO AA 46031"
543	13 Jan 1912	"4392 Gomez Port
Lake Heatherburgh, MS 08634"	Black	(Decimal('25.450667'), Decimal('37.405080'))	A+	246-54-6637	Hannah Ross	F	"40706 Lee Springs
Lake Ann, UT 95550"
544	1980-05-27	"31733 Powell Isle Suite 232
Deannaburgh, LA 62597"	White	(Decimal('-22.788784'), Decimal('142.287283'))	B+	626-97-1902	Mrs. Danielle Page	F	"37963 Brandi Tunnel Apt. 361
West Crystalfurt, CA 75677"
545	10/16/1989, 00:00:00	"143 Anthony Gateway
North Aprilland, MD 56760"	White	(Decimal('-15.8703645'), Decimal('120.956582'))	AB-	637-84-8647	Joseph Cruz	M	"8104 Kirk Divide Suite 113
East Donnaview, HI 43212"
546	1933/12/15	"USNV Reeves
FPO AA 95565"	Black	(Decimal('66.8720805'), Decimal('-160.360267'))	O-	097-54-6996	Miss Angela Rollins	F	"5534 Reynolds Plains
New Robertchester, AK 14853"
547	2002-04-02	"50706 Baxter Extension
North Cassandra, OH 63568"	Black	(Decimal('-77.075787'), Decimal('89.178809'))	O+	282-71-0531	Daniel Peterson	M	"727 Angela Prairie
West Christopher, GA 88383"
548	25 Nov 1967	"451 Lane Vista Suite 566
East Beckyville, NJ 56412"	white	(Decimal('85.0576575'), Decimal('-62.288492'))	A-	001-79-7939	Deborah Jackson	F	"8886 Grant Stream
Lisashire, MS 01757"
549	1954-03-07	"978 David Tunnel Suite 898
Jillianmouth, NH 62594"	Indian	(Decimal('-10.040762'), Decimal('154.338095'))	B+	145-16-0265	Michelle Cole	F	"97312 Destiny Brooks
South Shane, IL 99935"
550	1940/08/18	"4746 Jimenez Spring Apt. 905
Aaronton, CT 88190"	White	(Decimal('-28.025792'), Decimal('-170.824278'))	A-	421-16-2844	Susan Vargas	F	"USNS Thompson
FPO AE 26005"
551	2002-06-17	"12973 Megan Stream Apt. 322
Davishaven, WY 16796"	Hawaiian	(Decimal('26.036348'), Decimal('-77.235155'))	B-	563-42-6590	Dominique Nichols	F	"USCGC Barnes
FPO AP 58209"
552	1917/01/17	"USS Mcknight
FPO AP 18867"	White	(Decimal('-71.503609'), Decimal('151.445571'))	A-	725-61-4836	Elizabeth Bennett	F	"8403 Russell Light Apt. 350
Andrestown, TN 79438"
553	20 Sep 1941	"930 Audrey Bypass
West Lindsey, LA 20999"	Indian	(Decimal('-81.215748'), Decimal('-151.394893'))	AB-	869-42-9314	Paula Martinez	F	"54744 Waters Valleys Apt. 551
Lake Williambury, CA 73060"
554	1927/10/30	"68420 Adam Coves Apt. 123
Ibarrastad, WA 88149"	White	(Decimal('-32.081966'), Decimal('155.234969'))	A-	489-88-4375	Jason Carrillo	M	"121 Peggy Ranch Suite 854
West Robin, NC 03157"
555	1939/07/29	"137 Walters Mountain
South Lauramouth, VA 14854"	White	(Decimal('15.5443545'), Decimal('-165.907371'))	B-	105-36-7859	James Green	M	"6824 Jones Orchard
Lake Triciafurt, PA 06663"
556	09/30/1942, 00:00:00	"7752 Amanda Groves Suite 837
Phillipstown, TX 98896"	Black	(Decimal('-71.395677'), Decimal('-146.140736'))	O-	822-42-8361	Wendy White	F	"855 Joann Cove Apt. 403
Amandaland, WI 96349"
557	25 Jul 2020	"2561 Lee Park Suite 323
East Gregoryhaven, LA 60105"	White	(Decimal('63.6447685'), Decimal('179.778511'))	B+	673-39-0628	Adam Fisher	M	"910 Angela Common Suite 715
South Mason, MA 79127"
558	1999-05-16	"2721 Samantha Ridge Suite 611
New Brianborough, CO 79323"	Asian	(Decimal('-64.608077'), Decimal('152.302139'))	A+	667-09-1302	Chad Downs	M	"PSC 8696, Box 2210
APO AE 09667"
559	1928-12-28	"PSC 5095, Box 9305
APO AE 42417"	White	(Decimal('65.7712135'), Decimal('-68.299765'))	B+	156-32-8877	Vanessa Freeman	F	"24924 Smith Lock
Sharishire, VT 63264"
560	15 Sep 2002	"886 Roach Streets Suite 957
East Marymouth, AK 32206"	Black	(Decimal('68.690515'), Decimal('171.599542'))	A+	030-17-1380	Sheryl Parker	F	"960 Adam Street
Williamsport, OH 20812"
561	2012-03-15	"349 Tracy Pines Suite 600
East Karenfort, WA 51437"	Black	(Decimal('17.108821'), Decimal('168.427263'))	O+	707-78-2845	Kathryn Jenkins	F	"802 Valerie River
East Matthewchester, NH 40815"
562	02/26/1969, 00:00:00	"937 Paul Villages Suite 706
Smithmouth, IA 72168"	Asian	(Decimal('36.517867'), Decimal('-27.100794'))	O-	382-07-5362	Lucas Matthews	M	"549 Nicholas View
Meyermouth, OK 51906"
563	1973/11/20	"741 Rodriguez Dam Suite 812
South Sharonberg, FL 91996"	White	(Decimal('61.950673'), Decimal('-140.632094'))	AB-	085-03-0651	Jessica Kirby	F	"05908 Patricia Brook
Michaelshire, PA 23148"
564	04/04/2004, 00:00:00	"3654 Keller Orchard
New Sarahfort, PA 77996"	White	(Decimal('44.091726'), Decimal('14.703038'))	AB-	281-19-1121	Seth Castaneda	M	"5160 Christine Mount Suite 322
Alecville, NJ 68302"
565	28 Apr 2013	"6409 Richards Lock
North Danielmouth, TX 64158"	Black	(Decimal('-84.0244325'), Decimal('-74.153417'))	B+	781-90-9658	Andre Thornton	M	"2308 Riddle Rapids Apt. 499
Lake Nicholaston, PA 82870"
566	02 Aug 2005	"Unit 6605 Box 8997
DPO AE 82578"	White	(Decimal('-45.0884065'), Decimal('-43.056686'))	B+	441-94-4219	Eric Jackson	M	"38782 Debbie Gardens Suite 309
Clarkburgh, NM 24437"
567	04/30/1985, 00:00:00	"14670 Daniel Gardens
East Glenn, AR 62310"	White	(Decimal('18.9534855'), Decimal('143.386735'))	AB-	031-84-7749	Christopher Cook	M	"2376 Morales Unions
South Mark, FL 09373"
568	2010-01-21	"245 Larry Hollow Suite 979
Stephenberg, SC 53986"	White	(Decimal('42.5688735'), Decimal('-23.755836'))	AB+	776-96-8737	Johnny Harvey	M	"760 Joseph Wells Suite 399
Vanessafort, WI 86971"
569	2015/04/29	"46062 Savannah Parkways
Johnburgh, OH 67323"	White	(Decimal('-45.3923765'), Decimal('-76.798396'))	O-	409-79-3406	Steven Pitts	M	"2361 Allison Throughway Suite 693
Tranville, MI 08503"
570	2009-12-10	"5527 Reeves Lodge Apt. 919
Smithfort, MT 03114"	White	(Decimal('86.2622615'), Decimal('147.987738'))	B+	519-79-6158	Donald Briggs	M	"PSC 1853, Box 5753
APO AP 70702"
571	29 Oct 2016	"035 Davis Cliffs Suite 234
South Jacquelinechester, GA 19878"	White	(Decimal('-89.810401'), Decimal('22.915585'))	B-	729-38-3773	Brian Jones	M	"082 Russell Wall
West Adam, CT 98601"
572	01/26/1911, 00:00:00	"Unit 7928 Box 9819
DPO AE 45011"	White	(Decimal('86.1573925'), Decimal('160.487851'))	B-	466-71-9335	Jimmy Brown	M	"40319 Smith Inlet
Amytown, KS 98005"
573	08/02/2006, 00:00:00	"4620 Vicki Crossroad
Kellyborough, NM 31656"	Hawaiian	(Decimal('-45.588412'), Decimal('-7.512170'))	O-	045-84-6713	Carolyn Wilson	F	"52888 Patrick Springs
New Betty, OR 22945"
574	2019-12-15	"PSC 6056, Box 3214
APO AE 48456"	White	(Decimal('30.133274'), Decimal('160.295111'))	A+	319-55-7077	Matthew Daniels	M	"520 Nathaniel Court
Michelleberg, PA 98376"
575	1985-02-22	"9309 Jason Light Apt. 517
Hensleymouth, NV 57419"	White	(Decimal('62.0727715'), Decimal('21.397475'))	B+	087-34-1298	Steven Meyer	M	"8882 Walters View
South Jenniferfurt, WY 49428"
576	1959-03-09	"0632 Kelly Avenue
Crawfordborough, NE 84547"	Asian	(Decimal('-78.186318'), Decimal('38.178921'))	A-	271-56-5509	Abigail Mathews	F	"1103 Parker Mall
Thomasshire, MT 56689"
577	1961/10/13	"251 Linda Centers
New Brittany, NM 18315"	White	(Decimal('8.2705195'), Decimal('157.878770'))	AB-	741-51-0002	Brian Mendoza	M	"376 Martinez Fork
Wutown, DC 70810"
578	01/23/1986, 00:00:00	"PSC 5877, Box 4852
APO AA 04330"	Black	(Decimal('-18.819375'), Decimal('-108.082621'))	A+	268-27-6943	Shirley Gates	F	"2696 Orozco Port Apt. 144
Charlesmouth, MT 85026"
579	1929/02/19	"7998 Natalie Key Apt. 503
North Lisa, AL 62906"	White	(Decimal('-67.828994'), Decimal('41.434126'))	AB+	232-36-3878	Stephanie Stevens	F	"50255 Bradley Brook Suite 717
Jamesfurt, ID 95471"
580	22 Jul 1977	"Unit 0342 Box 9506
DPO AP 05422"	White	(Decimal('65.967073'), Decimal('-169.530381'))	O+	171-90-6622	Erica Thomas	F	"USNS Sullivan
FPO AP 21170"
581	17 Jul 1965	"24817 Meghan Stream Apt. 296
Potterburgh, NC 62956"	White	(Decimal('-76.506239'), Decimal('-10.675148'))	A-	529-44-8762	Brian Rodriguez	M	"72432 Higgins Plains Suite 839
Gabrielstad, WI 29999"
582	06/01/1920, 00:00:00	"068 Andrew Estates
Maureenfurt, IN 90604"	White	(Decimal('26.432233'), Decimal('-111.407536'))	O-	139-92-7207	David Long	M	"027 Mcdowell Spring
Kirstenfort, VT 80549"
583	2008-02-01	"3508 Randall Parkway
West Taylor, DC 39046"	White	(Decimal('61.401575'), Decimal('60.518944'))	O-	527-05-2368	Sara Riley DDS	F	"62685 Deborah Rue Apt. 110
East Jimmy, SD 01134"
584	03/30/1943, 00:00:00	"32555 Knight Ford
West Adamstad, WY 78250"	White	(Decimal('29.228076'), Decimal('65.725750'))	AB+	372-25-6263	Timothy Bailey	M	"0354 Peck Valley Apt. 131
Cartermouth, CO 83379"
585	30 Nov 1989	"4299 Russell Garden Suite 080
North William, SD 86150"	White	(Decimal('-82.031167'), Decimal('-162.924927'))	AB+	188-93-8641	Kevin Phillips	M	"036 Young Mountains Apt. 020
Martinmouth, SC 04245"
586	09/09/1978, 00:00:00	"726 Pope Bridge
Lake Jerry, AR 13253"	Black	(Decimal('-78.466765'), Decimal('150.060105'))	A-	576-04-6444	Kenneth Jordan	M	"Unit 1616 Box 6860
DPO AA 71890"
587	2015/07/27	"0658 Dawn Station
Kellychester, TN 22619"	White	(Decimal('-65.3541225'), Decimal('-27.131183'))	O-	065-87-4997	Dennis Guerra	M	"11816 Jones Avenue
Karenmouth, MD 60439"
588	2015/09/02	"1932 Nguyen Manor Suite 061
Vasquezfurt, HI 05002"	White	(Decimal('39.6769305'), Decimal('49.886598'))	O+	142-99-2356	Daniel Nunez	M	"696 Amanda Groves
New Christinatown, CA 78740"
589	11/12/1915, 00:00:00	"3488 Hays Street Suite 598
Cohentown, NM 68038"	White	(Decimal('1.6098445'), Decimal('138.820468'))	B-	769-14-5863	Joseph Walker DDS	M	"2143 Gardner Park
Greenshire, RI 76004"
590	25 Oct 2013	"4141 Gina Path Suite 056
North Leslie, KS 42612"	White	(Decimal('66.912115'), Decimal('-126.562051'))	O+	064-58-7241	Ryan Mays	M	"0368 Michael Flat Apt. 908
East Robert, CO 17988"
591	1978/12/16	"4135 David Lights Suite 464
South Tinaborough, NH 60506"	Asian	(Decimal('-25.8156505'), Decimal('164.317526'))	AB-	019-11-7572	Steven Olsen	M	"499 Hunt Ridge Suite 792
Pattersonborough, WA 60530"
592	08/03/1962, 00:00:00	"11100 Parker Causeway Apt. 122
Williamstown, ID 84728"	White	(Decimal('47.4730625'), Decimal('10.507179'))	A-	616-22-1524	James Franklin	M	"06102 Yu Glens
Raymondmouth, AR 57527"
593	06/30/1907, 00:00:00	"PSC 8131, Box 1725
APO AE 44388"	Black	(Decimal('-6.039373'), Decimal('168.605699'))	B-	637-84-3552	David Cabrera	M	"448 Clifford Roads
East Steven, MD 93382"
594	09 Jun 1948	"57289 Hodge Garden
Hectorburgh, PA 53975"	Indian	(Decimal('9.2411385'), Decimal('175.996730'))	O-	194-86-8199	Christopher Morrow	M	"39613 Stanley Vista
South Karen, MT 68714"
595	2004/02/03	"1900 Roy Square
Port Donald, MD 61877"	White	(Decimal('-76.4241355'), Decimal('-111.853802'))	AB+	592-99-5830	Ashley Lee	F	"1909 Wilson Overpass
Philliptown, NJ 48426"
596	1918/08/15	"9347 Love Trafficway
Lake Julie, ID 68351"	Asian	(Decimal('-86.720805'), Decimal('-125.242450'))	B+	385-50-5656	Mathew Harrington	M	"842 Boyd Street
Nelsonville, LA 76175"
597	16 Aug 2016	"3753 Manuel Lodge
Lake Jonathon, ID 43919"	Asian	(Decimal('10.6403885'), Decimal('-166.381871'))	AB-	723-04-7080	Mr. Thomas Lane	M	"40470 Eddie Fork
Lake Codychester, AL 58658"
598	1973/10/08	"469 Campbell Extension Apt. 231
North Melissa, DC 22446"	Indian	(Decimal('-87.675988'), Decimal('100.851217'))	AB-	364-69-7418	Anita Williams	F	"22860 Douglas Way
Armstrongview, NE 17313"
599	01 May 1959	"201 John Pines
Port Maryburgh, UT 70474"	White	(Decimal('4.9186055'), Decimal('-27.430704'))	A-	643-04-7364	Allen Salazar	M	"722 Christopher Pass Apt. 496
South Lauren, HI 05449"
600	11/04/1990, 00:00:00	"226 Tran Road
North Kim, NE 44775"	White	(Decimal('-26.315213'), Decimal('-53.850141'))	A+	645-45-2694	Timothy Gregory	M	"32301 Jeffery Ford Apt. 350
Mariahton, LA 37970"
601	2008-08-07	"7716 Gregory Flat
Port Benjamintown, HI 89651"	Black	(Decimal('49.964139'), Decimal('143.692512'))	B-	803-02-2745	Cindy Wilkinson	F	"191 Williams Village
Millermouth, MI 52211"
602	2003/10/10	"763 Wang Square
Lake Kellistad, OH 04150"	White	(Decimal('-42.8780655'), Decimal('-111.154506'))	O-	198-14-1329	Jacob Webb	M	"05936 Webb Mill Apt. 481
Martinezshire, AR 05086"
603	06/24/1913, 00:00:00	"95703 Amanda Stravenue Apt. 257
Rosstown, WV 80206"	White	(Decimal('-66.947019'), Decimal('-67.553739'))	A+	688-59-9001	Cameron Smith	M	"2644 Chad Divide Suite 166
South Larry, GA 19253"
604	2005/04/10	"187 Guzman Bridge
Bensonborough, MN 02978"	White	(Decimal('-44.547727'), Decimal('124.913172'))	B-	258-30-6167	Matthew Ferrell	M	"51616 William Wall Suite 039
Holtside, WY 64716"
605	1918-11-22	"52925 Hanson Mall Apt. 460
Ayalafort, NC 28400"	Indian	(Decimal('1.671393'), Decimal('60.853176'))	A+	804-57-1182	Kayla Rodriguez	F	"Unit 0606 Box 6157
DPO AE 69172"
606	02/12/1970, 00:00:00	"1593 Best Summit
New Tiffanychester, IN 25309"	Black	(Decimal('59.658551'), Decimal('-125.770061'))	A-	628-65-9298	Jessica Fernandez	F	"086 Jorge Points
East Michael, MS 84954"
607	10/24/1906, 00:00:00	"377 Terry Roads Suite 860
Torrestown, CT 89613"	Black	(Decimal('-71.822024'), Decimal('153.251304'))	AB-	421-27-5447	Connor Johnson	M	"0262 Harvey Hollow Apt. 551
West Jill, SD 86278"
608	1941/08/14	"5962 Michelle Unions
Donnatown, SC 80462"	White	(Decimal('-60.491484'), Decimal('-45.043217'))	O-	671-03-8772	Kevin Stone	M	"USNS Goodman
FPO AA 78854"
609	2013/06/27	"475 Jeremy Vista
Leeburgh, PA 80204"	White	(Decimal('40.4475605'), Decimal('106.938767'))	B+	530-64-6332	Gabriel Bishop	M	"701 Rivera Springs Suite 841
East Brittneyburgh, OR 41152"
610	10/25/1946, 00:00:00	"1155 Nguyen Isle Suite 130
North Anthony, CA 86981"	black	(Decimal('-64.121518'), Decimal('61.101938'))	O-	124-80-2298	John Knapp	M	"4928 Brenda Wells
East Jochester, AZ 14346"
611	16 Jan 1975	"847 Denise Knoll
North Ricardo, MA 16483"	White	(Decimal('-86.586965'), Decimal('58.688731'))	AB-	698-15-4669	James Nash	M	"184 Heather Brook
North Sara, RI 05342"
612	07/30/2011, 00:00:00	"39053 Bowman Ports Suite 484
South Roger, WI 34980"	black	(Decimal('80.223064'), Decimal('-98.584311'))	AB-	066-22-5669	Briana Reeves	F	"7199 Nathan Wall
South Lee, ME 34021"
613	1928-09-09	"35489 Conley Street Suite 473
Mitchellville, LA 83246"	White	(Decimal('-2.6898695'), Decimal('174.184417'))	AB+	045-68-0810	Brittney Knight	F	"Unit 6770 Box 5593
DPO AE 85665"
614	12/22/1946, 00:00:00	"30795 David Estate Apt. 270
Drakeland, NJ 11891"	White	(Decimal('44.5741875'), Decimal('-146.172005'))	A+	201-35-0291	Raymond Turner	M	"20854 Mcguire Lane Suite 931
Erinland, GA 06734"
615	03/08/1906, 00:00:00	"007 Pamela Vista Apt. 586
Rhodesburgh, AZ 07583"	White	(Decimal('75.850413'), Decimal('-117.211631'))	B+	038-40-5363	Stephanie Arias	F	"9553 Jessica Harbors Apt. 761
Ryanshire, MA 32798"
616	05/26/1979, 00:00:00	"998 Taylor Ports Apt. 634
North Ericstad, KY 35410"	Black	(Decimal('74.046503'), Decimal('14.697106'))	B-	723-81-1667	Dawn Gibson	F	"2371 Anderson Hollow
Katherineport, PA 37112"
617	1937/12/13	"970 Fox Drive Apt. 076
Micheleton, TX 63960"	White	(Decimal('59.795418'), Decimal('-176.131591'))	AB+	585-11-8542	Juan Mcpherson	M	"USNS Davis
FPO AE 34650"
618	2011/01/29	"Unit 3982 Box 2200
DPO AE 07525"	White	(Decimal('-65.6099405'), Decimal('-42.391997'))	O+	690-91-5342	Lawrence Robinson	M	"9080 Alan Corners
Johnsonland, HI 51863"
619	2016-09-10	"369 Rhodes Lodge
Cynthiaton, RI 78045"	White	(Decimal('-44.6031555'), Decimal('-142.143569'))	B+	743-06-2554	Julie Sanders	F	"22059 Marquez Keys
South Taylor, GA 37031"
620	07/09/1991, 00:00:00	"5677 Owen Islands Apt. 647
Lindseymouth, SD 30219"	White	(Decimal('-85.361259'), Decimal('39.834554'))	B-	826-84-0342	Barbara Anderson	F	"023 Kelly Inlet
South Lisaside, UT 35767"
621	1918-07-14	"892 Jacob Forge Apt. 086
Smithton, WA 46892"	White	(Decimal('-17.3984345'), Decimal('-4.684160'))	O-	729-01-1162	Mr. Zachary Thomas	M	"5045 Daniel Shoal
West Brandon, MS 88597"
622	12/18/2001, 00:00:00	"76058 Gallegos Meadow Suite 170
Deniseton, SC 15402"	Asian	(Decimal('-19.492947'), Decimal('60.311198'))	A-	581-03-6749	Kevin Waller	M	"996 Frank Views
South Samantha, WY 18228"
623	08 Jul 1978	"79344 Christian Route
Gayland, ID 07651"	White	(Decimal('-86.1714025'), Decimal('-159.011473'))	B+	106-69-6737	James Wilson	M	"4252 Carpenter Island
New Devin, RI 99924"
624	1959/05/17	"30091 Nathaniel Well
East Maria, WV 16826"	Indian	(Decimal('18.368721'), Decimal('-151.800469'))	B+	880-92-6100	Megan Mitchell	F	"38504 David Square Suite 145
East Kevinhaven, MA 05175"
625	2006/10/24	"135 Garcia Plaza
North Adam, IA 27991"	White	(Decimal('5.6014565'), Decimal('-12.047155'))	O+	367-68-3007	Catherine Fox	F	"25866 Delacruz Summit
Moorebury, ID 07338"
626	1909/04/01	"78925 Wade Skyway Apt. 172
New Brandonmouth, SC 35465"	black	(Decimal('18.8878915'), Decimal('-135.365626'))	A-	297-74-7766	Amanda Logan	F	"47744 Natalie Ridge Suite 475
East Mary, ME 97976"
627	11 Oct 1982	"6339 Juarez Groves Suite 153
Robinmouth, NM 65520"	White	(Decimal('49.206125'), Decimal('79.741097'))	AB+	522-21-2386	Carol Barnes	F	"51499 Kayla Prairie
Cindyview, MA 09375"
628	1921/12/11	"94140 Luis Lodge
Taylorchester, NY 55000"	Black	(Decimal('-45.8710335'), Decimal('-11.772318'))	A-	748-69-1587	Jessica Warren	F	"27592 Sarah Trail Apt. 332
Lake Marcus, FL 39964"
629	1946-06-17	"55306 Matthew Spring
Jeremyport, WV 28641"	Black	(Decimal('67.0748775'), Decimal('158.999702'))	B-	739-40-8522	Heather Moss	F	"511 Ponce Union Suite 567
North Daniel, ID 08727"
630	27 Dec 1938	"1640 Joshua Villages
Millerton, ME 95028"	Black	(Decimal('-15.0665065'), Decimal('-151.712056'))	B-	204-02-6947	Sean Bates	M	"749 Krystal Curve
South Joel, MO 76442"
631	27 May 1995	"910 Rodriguez Mills Suite 834
Lutzburgh, MD 97812"	Black	(Decimal('-38.0685625'), Decimal('-124.454870'))	O-	415-51-2348	Brent Davis	M	"2229 Combs Trail Apt. 560
Powersbury, MO 24074"
632	01/27/1917, 00:00:00	"98403 John Forest
East Robert, OK 63065"	White	(Decimal('15.707410'), Decimal('-167.367212'))	AB+	414-61-2460	Nichole Cooke	F	"6791 Taylor Motorway Suite 464
New Kristina, WA 53954"
633	19 Jun 1922	"073 Kirby Islands
Amybury, KS 84023"	Black	(Decimal('-13.2962685'), Decimal('-120.972716'))	AB+	039-26-0527	David Thomas	M	"402 Aaron Lake
East Robert, NE 33910"
634	2004-03-20	"60757 Montgomery Shores
Johnsonside, HI 60093"	White	(Decimal('83.793069'), Decimal('-64.125147'))	AB+	700-80-5232	Sarah Barrett	F	"57871 Lyons Plains Apt. 699
West Jeffburgh, OR 29364"
635	29 Jun 1949	"8473 Padilla Mission
Johnshire, IN 04114"	black	(Decimal('60.2406655'), Decimal('179.465696'))	B+	142-13-5675	Courtney Townsend	F	"6232 Mendez Field Apt. 491
North Joshua, MN 66014"
636	21 Jun 1934	"773 Kevin Station Apt. 466
West Brent, NE 30731"	White	(Decimal('59.000987'), Decimal('-75.847824'))	O+	807-85-6175	Sheri White	F	"460 Gonzales Landing Suite 201
Cranestad, UT 87176"
637	1952/06/07	"USNV Rose
FPO AE 65899"	Black	(Decimal('-4.1157725'), Decimal('145.231310'))	AB-	015-08-5573	Tammy York	F	"697 Castillo Mill
Gilmoreton, DE 50997"
638	1945-11-30	"0992 Rebecca Islands
Lamberthaven, UT 69746"	White	(Decimal('-48.1890175'), Decimal('54.370660'))	AB-	382-57-4685	Ann Graham	F	"8825 Christopher Crest Suite 641
Michelleport, DE 54037"
639	18 Dec 2017	"30952 Allison Haven Apt. 692
Jacquelinetown, LA 32350"	White	(Decimal('-44.291072'), Decimal('-105.563834'))	AB-	722-92-7754	Travis Logan	M	"63651 Patel Harbor Apt. 197
Moranchester, ID 22449"
640	01/05/2010, 00:00:00	"260 Christopher Ways Apt. 819
Gonzalezview, KS 21149"	Asian	(Decimal('-72.520226'), Decimal('-50.585156'))	AB+	181-65-5366	Jordan Curry	F	"33957 Catherine Land
Gonzalezside, AR 36000"
641	02/08/2017, 00:00:00	"8714 Karen Way Suite 021
Lake Brendabury, OH 03185"	Asian	(Decimal('47.6028195'), Decimal('96.399955'))	AB+	306-54-5663	Tammy Cantrell	F	"443 Amy Locks Apt. 023
Hoganside, SC 93517"
642	17 Mar 1984	"3353 Cheryl Center
East Jenniferville, HI 68072"	White	(Decimal('-62.324370'), Decimal('0.021918'))	A-	458-33-2800	Matthew Long	M	"877 Amanda Cliffs Suite 453
New Lorichester, NJ 80915"
643	2005-10-21	"817 Swanson Pines
Mccoyville, TN 23744"	Black	(Decimal('-35.8222895'), Decimal('-72.917042'))	A+	106-02-3929	Matthew Chambers DVM	M	"9691 Lane Pass
Charlesstad, NJ 92454"
644	10/24/1993, 00:00:00	"0121 Kelley Ways Apt. 039
Lake Kevin, MO 75035"	Asian	(Decimal('-13.963631'), Decimal('82.753966'))	AB+	565-37-0177	Melissa Crawford	F	"89475 Wallace Ports Apt. 677
Port Richardmouth, FL 71156"
645	20 Dec 1916	"0551 Cheryl Stream Suite 916
North Diana, SC 51508"	Black	(Decimal('-42.9395215'), Decimal('90.349303'))	AB+	033-17-9294	Todd Rodriguez	M	"069 Pineda Junction
Kimberlyview, MS 71934"
646	01/30/1963, 00:00:00	"288 Laura Lake
Sydneyport, KS 97642"	White	(Decimal('11.870139'), Decimal('5.872765'))	A+	547-93-3767	Nicole Thompson	F	"69370 Dalton Turnpike Suite 173
Mirandaborough, PA 66003"
647	04/03/1925, 00:00:00	"3793 Lutz Hills
West Angelamouth, NC 13267"	Black	(Decimal('-79.479781'), Decimal('128.481895'))	A+	456-06-1501	Jenny Brown	F	"681 Benson Trafficway Suite 179
Frostville, NE 63622"
648	03/18/1931, 00:00:00	"683 Lindsay Station
Sabrinaburgh, ME 83087"	White	(Decimal('60.0512215'), Decimal('82.685753'))	AB+	459-78-8277	Brianna Johnson	F	"Unit 4277 Box 7048
DPO AA 79066"
649	27 May 1906	"634 Hudson Rapids Suite 535
New Josephchester, ME 35058"	Asian	(Decimal('54.636479'), Decimal('-169.750674'))	O+	412-35-3101	Daniel Martinez	M	"4752 Heather Fall
Leonardland, OH 17453"
